RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
dblp:hasAuthor	author_529888	0.0819
dblp:publishedIn	venue_96	0.1381
dblp:hasAuthor	author_153342	0.1251
dblp:wrote	pub_18658	0.0680
dblp:hasAuthor	author_509820	0.0616
dblp:publishedIn	venue_2575	0.1187
dblp:inYear	year_46	0.1776
dblp:hasAuthor	author_492478	0.0879
dblp:inYear	year_1	0.1199
dblp:inYear	year_47	0.1577
dblp:publishedIn	venue_738	0.1410
dblp:inYear	year_53	0.2023
dblp:wrote	pub_126525	0.0824
dblp:wrote	pub_241195	0.0586
dblp:hasAuthor	author_182473	0.0904
dblp:publishedIn	venue_2412	0.1106
dblp:inYear	year_56	0.1121
dblp:inYear	year_47	0.2054
dblp:inYear	year_57	0.1204
dblp:hasAuthor	author_483390	0.0599
dblp:wrote	pub_251500	0.0840
dblp:hasAuthor	author_346032	0.0828
dblp:inYear	year_56	0.2235
dblp:hasAuthor	author_591070	0.0650
dblp:wrote	pub_357461	0.0727
dblp:inYear	year_5	0.1583
dblp:inYear	year_41	0.1525
dblp:publishedIn	venue_1193	0.1016
dblp:wrote	pub_23821	0.1302
dblp:wrote	pub_172490	0.0867
dblp:wrote	pub_439446	0.1034
dblp:wrote	pub_104475	0.0819
dblp:hasAuthor	author_45543	0.0844
dblp:inYear	year_40	0.1950
dblp:publishedIn	venue_1911	0.1173
dblp:wrote	pub_66214	0.0567
dblp:publishedIn	venue_471	0.1137
dblp:hasAuthor	author_42817	0.0752
dblp:wrote	pub_427355	0.0598
dblp:publishedIn	venue_2434	0.1258
dblp:publishedIn	venue_731	0.1850
dblp:wrote	pub_372787	0.0864
dblp:publishedIn	venue_2577	0.1028
dblp:hasAuthor	author_285701	0.0784
dblp:inYear	year_56	0.1540
dblp:wrote	pub_59326	0.0628
dblp:inYear	year_33	0.1243
dblp:hasAuthor	author_7968	0.0925
dblp:publishedIn	venue_2929	0.1396
dblp:publishedIn	venue_2929	0.1495
dblp:wrote	pub_268234	0.1507
dblp:publishedIn	venue_820	0.1364
dblp:inYear	year_44	0.1933
dblp:publishedIn	venue_2293	0.1175
dblp:hasAuthor	author_88361	0.0871
dblp:wrote	pub_57474	0.0590
dblp:hasAuthor	author_146642	0.0653
dblp:inYear	year_22	0.1881
dblp:wrote	pub_476805	0.0824
dblp:publishedIn	venue_1678	0.1702
dblp:inYear	year_29	0.1590
dblp:publishedIn	venue_1539	0.1644
dblp:wrote	pub_31990	0.0899
dblp:publishedIn	venue_743	0.1203
dblp:wrote	pub_412019	0.0993
dblp:hasAuthor	author_226245	0.0860
dblp:wrote	pub_139956	0.0844
dblp:hasAuthor	author_447282	0.0807
dblp:inYear	year_60	0.1940
dblp:publishedIn	venue_2449	0.1225
dblp:hasAuthor	author_606699	0.1303
dblp:wrote	pub_90936	0.1324
dblp:hasAuthor	author_13548	0.0776
dblp:publishedIn	venue_2090	0.1172
dblp:publishedIn	venue_1561	0.1361
dblp:wrote	pub_217871	0.0826
dblp:inYear	year_55	0.1791
dblp:publishedIn	venue_2422	0.1374
dblp:inYear	year_42	0.1698
dblp:hasAuthor	author_461035	0.0787
dblp:inYear	year_59	0.1462
dblp:publishedIn	venue_477	0.1984
dblp:wrote	pub_40865	0.1066
dblp:hasAuthor	author_574919	0.0980
dblp:inYear	year_47	0.1390
dblp:hasAuthor	author_15897	0.0728
dblp:inYear	year_29	0.1616
dblp:hasAuthor	author_440507	0.0706
dblp:inYear	year_57	0.1782
dblp:inYear	year_5	0.1516
dblp:publishedIn	venue_2540	0.1769
dblp:hasAuthor	author_637407	0.0766
dblp:publishedIn	venue_2214	0.1253
dblp:inYear	year_56	0.1626
dblp:hasAuthor	author_635478	0.0881
dblp:hasAuthor	author_532069	0.1080
dblp:wrote	pub_185864	0.1014
dblp:inYear	year_49	0.1667
dblp:publishedIn	venue_2074	0.1311
dblp:hasAuthor	author_527370	0.1082
dblp:inYear	year_25	0.2034
dblp:inYear	year_56	0.1856
dblp:inYear	year_21	0.1316
dblp:inYear	year_56	0.1349
dblp:hasAuthor	author_200392	0.1174
dblp:inYear	year_2	0.1811
dblp:publishedIn	venue_240	0.1311
dblp:hasAuthor	author_89235	0.0895
dblp:inYear	year_25	0.1483
dblp:wrote	pub_353338	0.0712
dblp:inYear	year_48	0.1455
dblp:hasAuthor	author_299370	0.0917
dblp:hasAuthor	author_588835	0.0760
dblp:publishedIn	venue_2206	0.1272
dblp:hasAuthor	author_143642	0.0615
dblp:publishedIn	venue_2455	0.1068
dblp:inYear	year_42	0.1587
dblp:publishedIn	venue_1656	0.1207
dblp:publishedIn	venue_169	0.1126
dblp:hasAuthor	author_150312	0.0753
dblp:publishedIn	venue_2722	0.1014
dblp:wrote	pub_270833	0.0987
dblp:publishedIn	venue_834	0.1226
dblp:wrote	pub_269460	0.0875
dblp:publishedIn	venue_1513	0.1053
dblp:publishedIn	venue_1668	0.1319
dblp:publishedIn	venue_2584	0.1494
dblp:hasAuthor	author_261755	0.0736
dblp:inYear	year_42	0.1042
dblp:inYear	year_55	0.1746
dblp:publishedIn	venue_2726	0.2028
dblp:hasAuthor	author_384290	0.0712
dblp:hasAuthor	author_537300	0.0564
dblp:publishedIn	venue_871	0.1514
dblp:publishedIn	venue_1120	0.1376
dblp:hasAuthor	author_380410	0.0949
dblp:inYear	year_60	0.1673
dblp:wrote	pub_412838	0.0701
dblp:inYear	year_52	0.1206
dblp:publishedIn	venue_1162	0.1952
dblp:inYear	year_47	0.1519
dblp:wrote	pub_333759	0.0845
dblp:publishedIn	venue_1089	0.1302
dblp:hasAuthor	author_621717	0.0973
dblp:wrote	pub_379457	0.0689
dblp:hasAuthor	author_485017	0.0860
dblp:wrote	pub_283693	0.0772
dblp:inYear	year_8	0.1131
dblp:wrote	pub_465891	0.0926
dblp:hasAuthor	author_304707	0.0925
dblp:wrote	pub_148441	0.0919
dblp:wrote	pub_188041	0.0517
dblp:inYear	year_19	0.1432
dblp:hasAuthor	author_561461	0.1053
dblp:hasAuthor	author_229619	0.0645
dblp:wrote	pub_315901	0.0815
dblp:publishedIn	venue_254	0.1682
dblp:hasAuthor	author_91525	0.1099
dblp:hasAuthor	author_211913	0.0765
dblp:wrote	pub_69895	0.0772
dblp:hasAuthor	author_552758	0.0609
dblp:publishedIn	venue_934	0.1730
dblp:wrote	pub_53652	0.0748
dblp:hasAuthor	author_266596	0.0854
dblp:publishedIn	venue_262	0.1034
dblp:publishedIn	venue_2584	0.1198
dblp:wrote	pub_70136	0.0615
dblp:publishedIn	venue_52	0.1500
dblp:inYear	year_45	0.1739
dblp:wrote	pub_333194	0.0657
dblp:wrote	pub_381070	0.0719
dblp:inYear	year_42	0.2289
dblp:inYear	year_54	0.2025
dblp:inYear	year_52	0.1682
dblp:wrote	pub_192178	0.0729
dblp:publishedIn	venue_1657	0.1329
dblp:publishedIn	venue_261	0.1394
dblp:inYear	year_13	0.1479
dblp:publishedIn	venue_2042	0.1164
dblp:inYear	year_49	0.1567
dblp:publishedIn	venue_2740	0.1249
dblp:publishedIn	venue_733	0.1196
dblp:inYear	year_41	0.1532
dblp:hasAuthor	author_466647	0.0931
dblp:hasAuthor	author_242766	0.0724
dblp:wrote	pub_8703	0.0698
dblp:wrote	pub_462902	0.0918
dblp:inYear	year_50	0.1733
dblp:wrote	pub_446077	0.0681
dblp:hasAuthor	author_381772	0.0842
dblp:wrote	pub_368768	0.0888
dblp:publishedIn	venue_477	0.1728
dblp:inYear	year_31	0.1610
dblp:wrote	pub_360420	0.0645
dblp:publishedIn	venue_138	0.1152
dblp:inYear	year_18	0.1612
dblp:inYear	year_21	0.1802
dblp:inYear	year_38	0.1728
dblp:publishedIn	venue_117	0.1474
dblp:hasAuthor	author_122500	0.0979
dblp:publishedIn	venue_119	0.1104
dblp:inYear	year_45	0.1455
dblp:publishedIn	venue_1491	0.1035
dblp:publishedIn	venue_3033	0.1180
dblp:publishedIn	venue_2577	0.1115
dblp:hasAuthor	author_181180	0.0815
dblp:hasAuthor	author_577840	0.0952
dblp:publishedIn	venue_738	0.1364
dblp:inYear	year_13	0.1313
dblp:inYear	year_50	0.1830
dblp:hasAuthor	author_87380	0.0721
dblp:publishedIn	venue_2173	0.1212
dblp:publishedIn	venue_1178	0.1128
dblp:hasAuthor	author_485291	0.0732
dblp:inYear	year_52	0.1622
dblp:hasAuthor	author_97248	0.0943
dblp:publishedIn	venue_1615	0.1220
dblp:wrote	pub_169265	0.0851
dblp:publishedIn	venue_2349	0.1099
dblp:wrote	pub_356560	0.0601
dblp:publishedIn	venue_110	0.1562
dblp:inYear	year_11	0.1965
dblp:publishedIn	venue_2428	0.1461
dblp:publishedIn	venue_1475	0.1655
dblp:inYear	year_57	0.1679
dblp:wrote	pub_213032	0.0762
dblp:publishedIn	venue_1403	0.1744
dblp:wrote	pub_276183	0.0898
dblp:inYear	year_11	0.2226
dblp:inYear	year_27	0.1647
dblp:wrote	pub_245378	0.0887
dblp:hasAuthor	author_440561	0.0690
dblp:publishedIn	venue_1513	0.1387
dblp:publishedIn	venue_2112	0.1000
dblp:inYear	year_45	0.1785
dblp:inYear	year_47	0.1574
dblp:hasAuthor	author_60732	0.0641
dblp:publishedIn	venue_1592	0.1143
dblp:publishedIn	venue_2838	0.1244
dblp:hasAuthor	author_433509	0.0932
dblp:wrote	pub_103997	0.0696
dblp:inYear	year_3	0.1568
dblp:inYear	year_28	0.2138
dblp:inYear	year_43	0.2187
dblp:hasAuthor	author_225713	0.0786
dblp:inYear	year_38	0.1376
dblp:inYear	year_25	0.1681
dblp:wrote	pub_303152	0.0770
dblp:inYear	year_60	0.1725
dblp:hasAuthor	author_273075	0.0818
dblp:publishedIn	venue_2657	0.1123
dblp:wrote	pub_56796	0.0588
dblp:publishedIn	venue_2206	0.1090
dblp:inYear	year_49	0.1579
dblp:inYear	year_51	0.1258
dblp:hasAuthor	author_164618	0.0803
dblp:wrote	pub_475197	0.0976
dblp:publishedIn	venue_96	0.1302
dblp:publishedIn	venue_96	0.1339
dblp:inYear	year_7	0.1789
dblp:publishedIn	venue_1592	0.1098
dblp:wrote	pub_350479	0.1140
dblp:wrote	pub_117470	0.1003
dblp:wrote	pub_320016	0.0855
dblp:wrote	pub_276093	0.0815
dblp:inYear	year_55	0.1811
dblp:inYear	year_47	0.1306
dblp:wrote	pub_97435	0.0539
dblp:publishedIn	venue_1789	0.0995
dblp:publishedIn	venue_1162	0.1126
dblp:publishedIn	venue_2566	0.1343
dblp:publishedIn	venue_1505	0.1112
dblp:inYear	year_13	0.1595
dblp:wrote	pub_488721	0.0822
dblp:wrote	pub_439238	0.0831
dblp:inYear	year_55	0.1949
dblp:hasAuthor	author_547955	0.0936
dblp:wrote	pub_307469	0.0568
dblp:publishedIn	venue_503	0.1522
dblp:hasAuthor	author_440787	0.0673
dblp:publishedIn	venue_2051	0.1286
dblp:wrote	pub_279563	0.1017
