HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
generated_context	dblp:publishedIn	link_914971	0.2908
generated_context	dblp:hasDOI	pub_204296	0.6195
generated_context	dblp:wrote	link_949401	0.2251
generated_context	dblp:partOf	author_1102198	0.4106
generated_context	dblp:hasLink	doi_65657	0.2864
generated_context	dblp:publishedIn	pub_595121	0.2651
generated_context	dblp:wrote	pub_588420	0.2297
generated_context	dblp:partOf	doi_138151	0.3812
generated_context	dblp:inYear	doi_47080	0.2414
generated_context	dblp:inYear	pub_605404	0.2907
generated_context	dblp:inYear	pub_429884	0.2565
generated_context	dblp:wrote	doi_373078	0.2134
generated_context	dblp:wrote	author_774132	0.2656
generated_context	dblp:wrote	doi_467230	0.2521
generated_context	dblp:hasLink	doi_249021	0.2972
generated_context	dblp:hasDOI	author_237104	0.6911
generated_context	dblp:paperType	doi_572398	0.2780
generated_context	dblp:publishedIn	pub_626208	0.2482
generated_context	dblp:inYear	link_405607	0.3185
generated_context	dblp:partOf	link_730679	0.3786
generated_context	dblp:wrote	author_383076	0.2148
generated_context	dblp:hasAuthor	author_729903	0.2077
generated_context	dblp:wrote	author_940149	0.2212
generated_context	dblp:hasAuthor	pub_956499	0.2144
generated_context	dblp:hasLink	author_51270	0.3190
generated_context	dblp:publishedIn	doi_244119	0.2714
generated_context	dblp:hasDOI	pub_160497	0.6874
generated_context	dblp:hasDOI	link_308836	0.7134
generated_context	dblp:publishedIn	doi_364469	0.2843
generated_context	dblp:hasDOI	link_438441	0.7103
generated_context	dblp:partOf	doi_356363	0.3388
generated_context	dblp:paperType	link_792122	0.2920
generated_context	dblp:partOf	pub_547229	0.3785
generated_context	dblp:hasLink	link_926372	0.2516
generated_context	dblp:paperType	link_278211	0.2993
generated_context	dblp:partOf	link_640617	0.3846
generated_context	dblp:hasAuthor	venue_4250	0.1896
generated_context	dblp:paperType	author_645099	0.2800
generated_context	dblp:wrote	link_287938	0.2778
generated_context	dblp:wrote	venue_2353	0.1928
generated_context	dblp:hasLink	author_369033	0.2546
generated_context	dblp:hasAuthor	pub_17837	0.2066
generated_context	dblp:hasAuthor	doi_146470	0.2182
generated_context	dblp:inYear	link_730609	0.3104
generated_context	dblp:partOf	doi_213938	0.4339
generated_context	dblp:hasDOI	doi_82196	0.6662
generated_context	dblp:partOf	doi_333022	0.3903
generated_context	dblp:hasAuthor	link_963885	0.2007
generated_context	dblp:paperType	doi_544601	0.3188
generated_context	dblp:partOf	link_155991	0.4152
generated_context	dblp:partOf	pub_106272	0.3535
generated_context	dblp:inYear	link_552856	0.3177
generated_context	dblp:hasDOI	pub_458765	0.6640
generated_context	dblp:hasLink	pub_102967	0.2254
generated_context	dblp:paperType	author_521243	0.3911
generated_context	dblp:publishedIn	link_789530	0.2353
generated_context	dblp:inYear	link_379740	0.2892
generated_context	dblp:hasAuthor	link_759358	0.2514
generated_context	dblp:wrote	pub_744475	0.2106
generated_context	dblp:inYear	link_146222	0.2991
generated_context	dblp:hasAuthor	author_411429	0.2286
generated_context	dblp:hasDOI	doi_397984	0.7601
generated_context	dblp:hasLink	author_1099753	0.2546
generated_context	dblp:hasAuthor	pub_552040	0.2446
generated_context	dblp:hasDOI	link_345471	0.6470
generated_context	dblp:partOf	link_163645	0.4060
generated_context	dblp:inYear	doi_706892	0.2788
generated_context	dblp:hasAuthor	pub_601776	0.1900
generated_context	dblp:inYear	pub_438277	0.3028
generated_context	dblp:publishedIn	doi_381416	0.2527
generated_context	dblp:wrote	doi_85523	0.2428
generated_context	dblp:publishedIn	doi_574316	0.2624
generated_context	dblp:hasLink	link_494658	0.3169
generated_context	dblp:inYear	pub_385611	0.2409
generated_context	dblp:hasDOI	link_739567	0.6360
generated_context	dblp:paperType	link_767585	0.3157
generated_context	dblp:wrote	doi_717136	0.2100
generated_context	dblp:publishedIn	link_257184	0.3255
generated_context	dblp:hasDOI	pub_377091	0.6186
generated_context	dblp:hasDOI	author_975088	0.6348
generated_context	dblp:partOf	doi_72104	0.3781
generated_context	dblp:publishedIn	doi_102749	0.2493
generated_context	dblp:paperType	link_836329	0.3662
generated_context	dblp:hasLink	doi_417804	0.2878
generated_context	dblp:publishedIn	pub_1350	0.2602
generated_context	dblp:hasLink	pub_739782	0.2967
generated_context	dblp:publishedIn	author_730062	0.3395
generated_context	dblp:partOf	author_442114	0.3837
generated_context	dblp:hasAuthor	pub_186399	0.2033
generated_context	dblp:publishedIn	pub_224034	0.2524
generated_context	dblp:paperType	doi_818071	0.2866
generated_context	dblp:hasDOI	author_772859	0.6723
generated_context	dblp:hasLink	pub_228329	0.2507
generated_context	dblp:hasLink	author_963064	0.2627
generated_context	dblp:paperType	link_147699	0.2941
generated_context	dblp:hasDOI	pub_68947	0.6330
generated_context	dblp:partOf	link_104251	0.4475
generated_context	dblp:hasLink	doi_835775	0.3165
generated_context	dblp:partOf	link_705380	0.4024
generated_context	dblp:wrote	link_289811	0.2683
generated_context	dblp:paperType	doi_751816	0.2856
generated_context	dblp:hasAuthor	pub_43243	0.2599
generated_context	dblp:hasDOI	author_563592	0.7823
generated_context	dblp:wrote	pub_106	0.2082
generated_context	dblp:hasDOI	link_611340	0.6800
generated_context	dblp:hasDOI	author_800469	0.6863
generated_context	dblp:hasAuthor	author_317976	0.1913
generated_context	dblp:publishedIn	link_720332	0.2557
generated_context	dblp:partOf	link_966316	0.4291
generated_context	dblp:paperType	link_230879	0.2730
generated_context	dblp:publishedIn	author_838506	0.3206
generated_context	dblp:inYear	link_6679	0.3220
generated_context	dblp:hasAuthor	pub_180225	0.1963
generated_context	dblp:hasLink	author_879485	0.2508
generated_context	dblp:inYear	doi_500848	0.2886
generated_context	dblp:wrote	pub_596105	0.1929
generated_context	dblp:hasDOI	author_431330	0.7214
generated_context	dblp:publishedIn	venue_1168	0.2733
generated_context	dblp:hasLink	author_1086827	0.2512
generated_context	dblp:hasDOI	pub_687493	0.7033
generated_context	dblp:inYear	pub_241555	0.2720
generated_context	dblp:inYear	link_119748	0.2758
generated_context	dblp:publishedIn	link_602949	0.2577
generated_context	dblp:partOf	doi_812655	0.4374
generated_context	dblp:paperType	link_452262	0.3238
generated_context	dblp:paperType	author_634607	0.3326
generated_context	dblp:hasLink	author_439290	0.2430
generated_context	dblp:hasDOI	author_581652	0.6873
generated_context	dblp:paperType	doi_119907	0.3430
generated_context	dblp:partOf	link_260964	0.5388
generated_context	dblp:wrote	pub_119850	0.1831
generated_context	dblp:paperType	link_840556	0.3570
generated_context	dblp:wrote	pub_109636	0.2696
generated_context	dblp:hasLink	doi_622982	0.2769
generated_context	dblp:hasAuthor	link_210956	0.2129
generated_context	dblp:wrote	doi_564671	0.2378
generated_context	dblp:partOf	author_672957	0.3548
generated_context	dblp:inYear	pub_554102	0.2542
generated_context	dblp:paperType	pub_509858	0.4020
generated_context	dblp:partOf	author_238147	0.4896
generated_context	dblp:wrote	doi_740854	0.2460
generated_context	dblp:paperType	pub_206469	0.3407
generated_context	dblp:inYear	author_887960	0.2985
generated_context	dblp:wrote	author_580413	0.2217
generated_context	dblp:partOf	link_136736	0.4001
generated_context	dblp:inYear	pub_317883	0.2710
generated_context	dblp:paperType	link_870908	0.3357
generated_context	dblp:hasAuthor	pub_975172	0.1853
generated_context	dblp:publishedIn	author_434687	0.2623
generated_context	dblp:partOf	link_843688	0.3804
generated_context	dblp:publishedIn	pub_761697	0.3109
generated_context	dblp:wrote	author_439972	0.1894
generated_context	dblp:wrote	author_981782	0.2964
generated_context	dblp:paperType	link_223684	0.3054
generated_context	dblp:publishedIn	author_700657	0.2457
generated_context	dblp:hasDOI	pub_28899	0.6718
generated_context	dblp:partOf	pub_65766	0.4699
generated_context	dblp:paperType	pub_703414	0.3294
generated_context	dblp:partOf	link_244353	0.4468
generated_context	dblp:publishedIn	author_853659	0.2378
generated_context	dblp:wrote	link_478680	0.2388
generated_context	dblp:wrote	link_529228	0.2525
generated_context	dblp:paperType	doi_298389	0.3386
generated_context	dblp:paperType	pub_568945	0.2810
generated_context	dblp:publishedIn	pub_275187	0.2867
generated_context	dblp:hasLink	doi_42763	0.2854
generated_context	dblp:inYear	pub_675654	0.2438
generated_context	dblp:partOf	author_132388	0.4837
generated_context	dblp:partOf	link_380100	0.4154
generated_context	dblp:wrote	link_285029	0.3099
generated_context	dblp:partOf	author_435821	0.4279
generated_context	dblp:hasDOI	doi_450863	0.7075
generated_context	dblp:hasDOI	link_16057	0.7406
generated_context	dblp:publishedIn	doi_126387	0.2907
generated_context	dblp:paperType	author_315829	0.3062
generated_context	dblp:hasLink	author_52929	0.2510
generated_context	dblp:hasDOI	pub_995356	0.6979
generated_context	dblp:publishedIn	doi_820279	0.3193
generated_context	dblp:partOf	doi_495523	0.4566
generated_context	dblp:hasLink	pub_334802	0.2983
generated_context	dblp:paperType	link_69819	0.3847
generated_context	dblp:hasAuthor	link_20676	0.2351
generated_context	dblp:publishedIn	link_80228	0.2605
generated_context	dblp:inYear	link_11261	0.3129
generated_context	dblp:inYear	author_938214	0.2881
generated_context	dblp:hasLink	pub_859353	0.2537
generated_context	dblp:wrote	link_697580	0.2844
generated_context	dblp:partOf	author_441987	0.4034
generated_context	dblp:wrote	pub_745610	0.2303
generated_context	dblp:hasAuthor	doi_137729	0.2345
generated_context	dblp:hasLink	link_916705	0.2416
generated_context	dblp:partOf	link_104636	0.5066
generated_context	dblp:hasDOI	author_98752	0.6514
generated_context	dblp:partOf	link_26023	0.4773
generated_context	dblp:hasAuthor	pub_214328	0.1868
generated_context	dblp:hasLink	doi_167217	0.2423
generated_context	dblp:publishedIn	author_972992	0.2450
generated_context	dblp:hasDOI	pub_573813	0.6994
generated_context	dblp:publishedIn	author_915949	0.2723
generated_context	dblp:partOf	author_484849	0.4010
generated_context	dblp:hasLink	doi_702446	0.3015
generated_context	dblp:publishedIn	pub_343063	0.2974
generated_context	dblp:hasLink	author_140177	0.2339
generated_context	dblp:wrote	author_115134	0.2265
generated_context	dblp:hasDOI	doi_395430	0.6925
generated_context	dblp:paperType	author_1070366	0.3332
generated_context	dblp:publishedIn	author_703658	0.2282
generated_context	dblp:wrote	pub_841948	0.2539
generated_context	dblp:hasDOI	author_766990	0.6478
generated_context	dblp:paperType	author_13777	0.3128
generated_context	dblp:hasLink	link_562321	0.2588
generated_context	dblp:hasAuthor	collection_14128	0.2291
generated_context	dblp:hasLink	author_718323	0.2760
generated_context	dblp:wrote	author_166978	0.2029
generated_context	dblp:wrote	link_361863	0.1991
generated_context	dblp:inYear	link_418770	0.2649
generated_context	dblp:inYear	link_460214	0.2953
generated_context	dblp:hasAuthor	author_1095812	0.2267
generated_context	dblp:publishedIn	author_1022167	0.2845
generated_context	dblp:hasAuthor	pub_239175	0.2546
generated_context	dblp:paperType	link_509618	0.2897
generated_context	dblp:publishedIn	author_463518	0.2643
generated_context	dblp:paperType	author_711710	0.2868
generated_context	dblp:hasDOI	link_867722	0.7285
generated_context	dblp:wrote	author_296193	0.1879
generated_context	dblp:publishedIn	link_278680	0.2601
generated_context	dblp:publishedIn	link_17047	0.2884
generated_context	dblp:hasAuthor	author_352730	0.2100
generated_context	dblp:hasLink	author_43396	0.2231
generated_context	dblp:partOf	pub_138345	0.3586
generated_context	dblp:wrote	link_935205	0.2084
generated_context	dblp:hasAuthor	author_449925	0.2004
generated_context	dblp:paperType	author_831590	0.2871
generated_context	dblp:hasLink	pub_98389	0.2454
generated_context	dblp:hasDOI	author_182132	0.7251
generated_context	dblp:paperType	doi_716286	0.3230
generated_context	dblp:partOf	link_442653	0.4225
generated_context	dblp:publishedIn	doi_101265	0.2753
generated_context	dblp:paperType	author_594229	0.2785
generated_context	dblp:inYear	author_211036	0.2805
generated_context	dblp:hasLink	author_977925	0.2784
generated_context	dblp:hasLink	pub_3738	0.2710
generated_context	dblp:wrote	pub_174250	0.2088
generated_context	dblp:wrote	link_486916	0.2382
generated_context	dblp:hasDOI	author_488003	0.6667
generated_context	dblp:paperType	link_26146	0.3177
generated_context	dblp:hasLink	doi_55003	0.2218
generated_context	dblp:paperType	link_261815	0.3468
generated_context	dblp:hasAuthor	link_96803	0.2356
generated_context	dblp:hasAuthor	pub_332656	0.1940
generated_context	dblp:inYear	author_827424	0.2678
generated_context	dblp:inYear	doi_361067	0.2912
generated_context	dblp:publishedIn	pub_573375	0.2309
generated_context	dblp:wrote	link_501627	0.2513
generated_context	dblp:paperType	author_630604	0.2808
generated_context	dblp:hasAuthor	author_935775	0.2301
generated_context	dblp:hasAuthor	pub_118516	0.2104
generated_context	dblp:hasAuthor	author_18938	0.2302
generated_context	dblp:hasLink	doi_367339	0.2757
generated_context	dblp:wrote	doi_822650	0.2583
generated_context	dblp:hasAuthor	doi_757353	0.2181
generated_context	dblp:partOf	doi_668757	0.4904
generated_context	dblp:paperType	author_316688	0.3894
generated_context	dblp:hasLink	link_867896	0.2280
generated_context	dblp:hasAuthor	doi_474549	0.2062
generated_context	dblp:inYear	author_1093016	0.2903
generated_context	dblp:partOf	doi_445745	0.4634
generated_context	dblp:publishedIn	link_869828	0.2881
generated_context	dblp:publishedIn	link_966736	0.2926
generated_context	dblp:hasAuthor	link_433588	0.2252
generated_context	dblp:hasDOI	doi_173125	0.6948
generated_context	dblp:partOf	author_599052	0.4754
generated_context	dblp:paperType	author_360381	0.2941
generated_context	dblp:hasDOI	pub_39389	0.6383
generated_context	dblp:wrote	pub_50815	0.2317
generated_context	dblp:partOf	pub_202398	0.4111
generated_context	dblp:wrote	doi_459195	0.1996
generated_context	dblp:hasAuthor	author_575743	0.2650
generated_context	dblp:hasDOI	pub_833005	0.7249
generated_context	dblp:publishedIn	author_170785	0.2861
generated_context	dblp:publishedIn	author_1010343	0.2677
generated_context	dblp:partOf	doi_796345	0.3869
generated_context	dblp:hasLink	pub_37116	0.3123
generated_context	dblp:hasLink	link_422543	0.2325
generated_context	dblp:hasLink	link_35233	0.3022
generated_context	dblp:partOf	link_406716	0.3953
generated_context	dblp:paperType	author_384189	0.3503
generated_context	dblp:partOf	link_455755	0.4422
generated_context	dblp:partOf	link_559705	0.4355
generated_context	dblp:inYear	author_63713	0.3129
generated_context	dblp:inYear	pub_132573	0.2765
generated_context	dblp:hasLink	author_698888	0.2110
generated_context	dblp:inYear	pub_109622	0.3140
generated_context	dblp:inYear	author_657714	0.2483
generated_context	dblp:hasDOI	pub_433156	0.7827
generated_context	dblp:hasDOI	link_113405	0.7225
generated_context	dblp:hasDOI	pub_645670	0.6352
generated_context	dblp:inYear	pub_778596	0.2733
generated_context	dblp:inYear	pub_805723	0.2795
generated_context	dblp:partOf	doi_295463	0.4152
generated_context	dblp:hasDOI	pub_152082	0.6101
generated_context	dblp:inYear	pub_232426	0.3228
generated_context	dblp:partOf	link_159110	0.3785
generated_context	dblp:paperType	doi_166357	0.2918
generated_context	dblp:hasAuthor	pub_472981	0.2100
generated_context	dblp:publishedIn	pub_945719	0.2658
generated_context	dblp:hasLink	pub_715832	0.2951
generated_context	dblp:wrote	pub_550931	0.2126
generated_context	dblp:hasDOI	pub_574809	0.6443
generated_context	dblp:partOf	author_1043473	0.4551
generated_context	dblp:hasLink	pub_429322	0.2375
generated_context	dblp:hasLink	author_388350	0.2385
generated_context	dblp:inYear	author_134795	0.2401
generated_context	dblp:hasDOI	link_254246	0.6415
generated_context	dblp:hasAuthor	author_450653	0.2052
generated_context	dblp:wrote	pub_618649	0.2323
generated_context	dblp:inYear	link_180830	0.2674
generated_context	dblp:inYear	author_363125	0.2724
generated_context	dblp:wrote	link_402424	0.2201
generated_context	dblp:partOf	link_831920	0.5234
generated_context	dblp:publishedIn	doi_442909	0.2668
generated_context	dblp:partOf	doi_670470	0.4274
generated_context	dblp:hasAuthor	pub_625840	0.1946
generated_context	dblp:partOf	author_320933	0.4082
generated_context	dblp:wrote	pub_45086	0.2591
generated_context	dblp:hasLink	author_428768	0.3168
generated_context	dblp:wrote	author_1039549	0.2267
generated_context	dblp:hasDOI	link_498676	0.6642
generated_context	dblp:hasLink	author_16259	0.2615
generated_context	dblp:hasDOI	link_667810	0.6909
generated_context	dblp:publishedIn	author_400536	0.3373
generated_context	dblp:hasAuthor	pub_131273	0.1971
generated_context	dblp:inYear	author_1132494	0.2886
generated_context	dblp:publishedIn	pub_895152	0.2524
generated_context	dblp:paperType	doi_494454	0.3117
generated_context	dblp:hasAuthor	author_364586	0.2846
generated_context	dblp:hasAuthor	pub_785729	0.2463
generated_context	dblp:publishedIn	author_1122889	0.2942
generated_context	dblp:hasLink	link_556703	0.2327
generated_context	dblp:inYear	link_886895	0.2272
generated_context	dblp:inYear	doi_382650	0.2800
generated_context	dblp:hasLink	author_813303	0.2465
generated_context	dblp:wrote	link_298128	0.1709
generated_context	dblp:hasAuthor	author_267960	0.2204
generated_context	dblp:hasLink	author_342414	0.2525
generated_context	dblp:partOf	link_161487	0.4078
generated_context	dblp:hasLink	doi_229026	0.2492
generated_context	dblp:publishedIn	link_859657	0.2741
generated_context	dblp:hasLink	pub_667807	0.2453
generated_context	dblp:hasLink	link_534251	0.2424
generated_context	dblp:wrote	author_113116	0.1881
generated_context	dblp:wrote	author_757022	0.2224
generated_context	dblp:hasDOI	author_649369	0.7075
generated_context	dblp:hasAuthor	doi_209936	0.2157
generated_context	dblp:inYear	pub_649094	0.3282
generated_context	dblp:publishedIn	author_1128779	0.2512
generated_context	dblp:publishedIn	author_49321	0.2935
generated_context	dblp:partOf	doi_55584	0.3309
generated_context	dblp:inYear	author_417983	0.2884
generated_context	dblp:partOf	doi_588635	0.4397
generated_context	dblp:partOf	author_656555	0.4461
generated_context	dblp:hasAuthor	pub_690598	0.1703
generated_context	dblp:publishedIn	doi_372782	0.3610
generated_context	dblp:publishedIn	pub_765565	0.2720
generated_context	dblp:wrote	pub_225090	0.2187
generated_context	dblp:paperType	link_186450	0.3556
generated_context	dblp:publishedIn	author_470690	0.2700
generated_context	dblp:partOf	link_548096	0.5160
generated_context	dblp:paperType	link_863718	0.3251
generated_context	dblp:publishedIn	author_1150392	0.2982
generated_context	dblp:publishedIn	author_843391	0.3088
generated_context	dblp:paperType	author_611364	0.3444
generated_context	dblp:hasAuthor	pub_597265	0.1969
generated_context	dblp:partOf	doi_176659	0.3852
generated_context	dblp:partOf	author_731591	0.3986
generated_context	dblp:hasAuthor	link_269872	0.2191
generated_context	dblp:hasLink	link_668890	0.2620
generated_context	dblp:hasAuthor	author_292578	0.2223
generated_context	dblp:partOf	doi_693833	0.4142
generated_context	dblp:hasAuthor	author_1061638	0.1962
generated_context	dblp:hasAuthor	pub_830694	0.1664
generated_context	dblp:inYear	doi_435508	0.2729
generated_context	dblp:hasAuthor	pub_525062	0.2185
generated_context	dblp:wrote	link_85605	0.1980
generated_context	dblp:inYear	link_312893	0.2639
generated_context	dblp:partOf	author_1108398	0.3485
generated_context	dblp:partOf	doi_797965	0.4712
generated_context	dblp:paperType	link_253950	0.3433
generated_context	dblp:inYear	link_704035	0.2324
generated_context	dblp:partOf	doi_635508	0.3938
generated_context	dblp:publishedIn	link_699173	0.2787
generated_context	dblp:inYear	author_554970	0.2643
generated_context	dblp:hasAuthor	doi_417339	0.2285
generated_context	dblp:wrote	doi_321225	0.2492
generated_context	dblp:hasAuthor	pub_737503	0.2284
generated_context	dblp:paperType	pub_348301	0.2985
generated_context	dblp:inYear	link_587639	0.2994
generated_context	dblp:inYear	link_802016	0.2961
generated_context	dblp:publishedIn	link_530015	0.2988
generated_context	dblp:hasLink	doi_870818	0.2772
generated_context	dblp:hasDOI	author_842507	0.6343
generated_context	dblp:hasLink	doi_480532	0.2610
generated_context	dblp:hasAuthor	author_501940	0.3418
generated_context	dblp:paperType	link_454651	0.3358
generated_context	dblp:paperType	doi_54804	0.2917
generated_context	dblp:publishedIn	doi_223591	0.2753
generated_context	dblp:publishedIn	doi_361035	0.2408
generated_context	dblp:inYear	pub_761504	0.2508
generated_context	dblp:publishedIn	link_61044	0.3538
generated_context	dblp:hasDOI	author_733581	0.6960
generated_context	dblp:hasDOI	link_413228	0.6831
generated_context	dblp:inYear	pub_733684	0.2991
generated_context	dblp:paperType	pub_784735	0.3021
generated_context	dblp:partOf	pub_594196	0.4165
generated_context	dblp:hasDOI	doi_219766	0.6485
generated_context	dblp:inYear	link_625476	0.3058
generated_context	dblp:wrote	pub_776907	0.2096
generated_context	dblp:hasDOI	author_860701	0.7025
generated_context	dblp:hasLink	author_1049028	0.2264
generated_context	dblp:paperType	pub_716742	0.3213
generated_context	dblp:wrote	author_1026953	0.2122
generated_context	dblp:hasAuthor	author_432415	0.2290
generated_context	dblp:wrote	author_850699	0.2136
generated_context	dblp:hasDOI	link_74965	0.6974
generated_context	dblp:partOf	link_919861	0.5099
generated_context	dblp:inYear	author_696670	0.2583
generated_context	dblp:inYear	doi_138556	0.2845
generated_context	dblp:inYear	link_894139	0.2477
generated_context	dblp:hasLink	author_550725	0.2321
generated_context	dblp:hasAuthor	link_359671	0.1959
generated_context	dblp:paperType	link_657724	0.3177
generated_context	dblp:wrote	author_88977	0.2116
generated_context	dblp:inYear	pub_611654	0.2602
