RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
dblp:wrote	pub_65684	0.1896
dblp:wrote	pub_161720	0.2454
dblp:hasAuthor	author_142561	0.1443
dblp:wrote	pub_152702	0.2322
dblp:hasAuthor	author_152038	0.1702
dblp:hasAuthor	author_57521	0.1261
dblp:hasAuthor	author_220125	0.1697
dblp:inYear	year_25	0.2699
dblp:inYear	year_57	0.2627
dblp:inYear	year_57	0.3208
dblp:wrote	pub_128432	0.1359
dblp:wrote	pub_16529	0.1683
dblp:publishedIn	venue_157	0.2899
dblp:inYear	year_51	0.3008
dblp:inYear	year_25	0.2656
dblp:hasAuthor	author_227849	0.1668
dblp:hasAuthor	author_159929	0.1904
dblp:hasAuthor	author_198598	0.1292
dblp:wrote	pub_157352	0.1269
dblp:inYear	year_57	0.3126
dblp:hasAuthor	author_85819	0.1388
dblp:hasAuthor	author_51761	0.1979
dblp:publishedIn	venue_795	0.2583
dblp:hasAuthor	author_101124	0.1462
dblp:wrote	pub_20029	0.2077
dblp:inYear	year_57	0.3007
dblp:inYear	year_57	0.2796
dblp:publishedIn	venue_1352	0.2706
dblp:inYear	year_57	0.2392
dblp:hasAuthor	author_90380	0.1539
dblp:wrote	pub_140305	0.2075
dblp:publishedIn	venue_1352	0.2731
dblp:inYear	year_57	0.2982
dblp:wrote	pub_164979	0.1718
dblp:hasAuthor	author_93410	0.1421
dblp:inYear	year_48	0.2776
dblp:wrote	pub_92191	0.1455
dblp:inYear	year_57	0.3291
dblp:inYear	year_57	0.2591
dblp:wrote	pub_34701	0.1693
dblp:wrote	pub_188518	0.1527
dblp:hasAuthor	author_197318	0.1257
dblp:publishedIn	venue_379	0.2662
dblp:hasAuthor	author_61704	0.1634
dblp:publishedIn	venue_70	0.3222
dblp:wrote	pub_63554	0.2265
dblp:inYear	year_53	0.2232
dblp:hasAuthor	author_222937	0.1504
dblp:hasAuthor	author_102492	0.1313
dblp:wrote	pub_42447	0.1460
dblp:publishedIn	venue_553	0.3113
dblp:publishedIn	venue_431	0.3557
dblp:publishedIn	venue_1700	0.3288
dblp:wrote	pub_34243	0.1464
dblp:inYear	year_57	0.2731
dblp:hasAuthor	author_110045	0.1256
dblp:hasAuthor	author_157222	0.1492
dblp:inYear	year_25	0.2961
dblp:wrote	pub_12796	0.1291
dblp:hasAuthor	author_159578	0.1611
dblp:wrote	pub_136092	0.1417
dblp:hasAuthor	author_147566	0.1121
dblp:inYear	year_57	0.3311
dblp:hasAuthor	author_175038	0.1418
dblp:inYear	year_58	0.2642
dblp:wrote	pub_59195	0.1889
dblp:inYear	year_50	0.3630
dblp:wrote	pub_131748	0.1404
dblp:wrote	pub_154380	0.1533
dblp:publishedIn	venue_269	0.2667
dblp:hasAuthor	author_180822	0.1801
dblp:hasAuthor	author_179217	0.1957
dblp:hasAuthor	author_55001	0.1642
dblp:inYear	year_57	0.3429
dblp:hasAuthor	author_102469	0.1697
dblp:wrote	pub_131486	0.2203
dblp:inYear	year_57	0.3398
dblp:publishedIn	venue_1352	0.3378
dblp:hasAuthor	author_169259	0.1436
dblp:inYear	year_57	0.2839
dblp:publishedIn	venue_959	0.2896
dblp:hasAuthor	author_60467	0.1397
dblp:publishedIn	venue_1453	0.2129
dblp:publishedIn	venue_66	0.3477
dblp:hasAuthor	author_55581	0.1543
dblp:inYear	year_58	0.2693
dblp:publishedIn	venue_1066	0.2761
dblp:inYear	year_62	0.2541
dblp:publishedIn	venue_960	0.2641
dblp:hasAuthor	author_38159	0.1669
dblp:inYear	year_62	0.2456
dblp:publishedIn	venue_424	0.2777
dblp:inYear	year_59	0.3049
dblp:wrote	pub_31032	0.1305
dblp:wrote	pub_109558	0.2260
dblp:wrote	pub_161038	0.1665
dblp:inYear	year_57	0.2830
dblp:publishedIn	venue_1352	0.2858
dblp:inYear	year_57	0.3342
dblp:hasAuthor	author_177951	0.1423
dblp:inYear	year_57	0.3230
dblp:wrote	pub_12669	0.2101
dblp:hasAuthor	author_238649	0.1556
dblp:wrote	pub_14975	0.1479
dblp:hasAuthor	author_207065	0.1392
dblp:wrote	pub_95144	0.1469
dblp:inYear	year_62	0.3299
dblp:publishedIn	venue_647	0.2965
dblp:wrote	pub_32987	0.2007
dblp:publishedIn	venue_855	0.2868
dblp:hasAuthor	author_24711	0.1454
dblp:publishedIn	venue_299	0.3867
dblp:publishedIn	venue_379	0.3087
dblp:publishedIn	venue_1700	0.2792
dblp:hasAuthor	author_234820	0.1490
dblp:wrote	pub_61973	0.1725
dblp:publishedIn	venue_188	0.3127
dblp:inYear	year_57	0.2829
dblp:wrote	pub_58382	0.1222
dblp:hasAuthor	author_140572	0.1331
dblp:publishedIn	venue_459	0.2581
dblp:inYear	year_57	0.2972
dblp:hasAuthor	author_103753	0.1144
dblp:publishedIn	venue_454	0.3722
dblp:inYear	year_57	0.2197
dblp:wrote	pub_58396	0.1583
dblp:publishedIn	venue_188	0.2721
dblp:inYear	year_59	0.2979
dblp:wrote	pub_133127	0.2012
dblp:hasAuthor	author_156797	0.1690
dblp:wrote	pub_160769	0.1729
dblp:wrote	pub_27657	0.1399
dblp:hasAuthor	author_140568	0.1795
dblp:hasAuthor	author_115695	0.0987
dblp:hasAuthor	author_166662	0.1255
dblp:wrote	pub_54742	0.1558
dblp:inYear	year_57	0.2606
dblp:inYear	year_57	0.3877
dblp:publishedIn	venue_760	0.2915
dblp:wrote	pub_53593	0.1341
dblp:inYear	year_57	0.3473
dblp:wrote	pub_55492	0.1640
dblp:publishedIn	venue_242	0.3013
dblp:inYear	year_57	0.2535
dblp:inYear	year_57	0.2885
dblp:publishedIn	venue_203	0.2869
dblp:wrote	pub_183243	0.1522
dblp:inYear	year_51	0.3405
dblp:publishedIn	venue_455	0.3504
dblp:hasAuthor	author_162521	0.1810
dblp:inYear	year_57	0.2577
dblp:publishedIn	venue_164	0.2764
dblp:publishedIn	venue_1117	0.1954
dblp:wrote	pub_6292	0.1358
dblp:publishedIn	venue_1453	0.3132
dblp:inYear	year_57	0.3741
dblp:inYear	year_58	0.3270
dblp:hasAuthor	author_152590	0.1687
dblp:publishedIn	venue_1113	0.2878
dblp:inYear	year_41	0.3002
dblp:publishedIn	venue_299	0.2508
dblp:hasAuthor	author_192763	0.1165
dblp:publishedIn	venue_242	0.3552
dblp:hasAuthor	author_39299	0.1323
dblp:hasAuthor	author_153697	0.1297
dblp:inYear	year_57	0.2644
dblp:publishedIn	venue_647	0.3022
dblp:hasAuthor	author_41235	0.1631
dblp:hasAuthor	author_33165	0.1600
dblp:inYear	year_57	0.3396
dblp:publishedIn	venue_66	0.3734
dblp:inYear	year_57	0.2508
dblp:hasAuthor	author_234971	0.1260
dblp:hasAuthor	author_151418	0.1603
dblp:inYear	year_57	0.3680
dblp:publishedIn	venue_1700	0.4051
dblp:wrote	pub_11210	0.1385
dblp:wrote	pub_61973	0.1325
dblp:wrote	pub_6888	0.1459
dblp:hasAuthor	author_215329	0.1044
dblp:hasAuthor	author_48461	0.2101
dblp:hasAuthor	author_88567	0.1266
dblp:publishedIn	venue_855	0.4593
dblp:wrote	pub_85510	0.1029
dblp:hasAuthor	author_191144	0.1416
dblp:publishedIn	venue_1113	0.2992
dblp:hasAuthor	author_40529	0.1163
dblp:wrote	pub_176168	0.1689
dblp:wrote	pub_175206	0.1746
dblp:publishedIn	venue_1066	0.2729
dblp:wrote	pub_102085	0.2101
dblp:inYear	year_59	0.2615
dblp:hasAuthor	author_121706	0.1219
dblp:publishedIn	venue_242	0.3443
dblp:publishedIn	venue_1352	0.2579
dblp:hasAuthor	author_117129	0.1682
dblp:publishedIn	venue_66	0.3425
dblp:hasAuthor	author_118991	0.1456
dblp:hasAuthor	author_54155	0.1822
dblp:hasAuthor	author_178387	0.1356
dblp:publishedIn	venue_831	0.2907
dblp:publishedIn	venue_269	0.3197
dblp:wrote	pub_185157	0.1487
dblp:publishedIn	venue_253	0.2321
dblp:inYear	year_57	0.3197
dblp:wrote	pub_151598	0.2385
dblp:wrote	pub_178976	0.1941
dblp:inYear	year_53	0.3346
dblp:publishedIn	venue_1401	0.2629
dblp:publishedIn	venue_320	0.2937
dblp:inYear	year_57	0.2478
dblp:wrote	pub_109016	0.1597
dblp:wrote	pub_12760	0.1136
dblp:wrote	pub_60281	0.1429
dblp:inYear	year_59	0.2898
dblp:publishedIn	venue_778	0.2525
dblp:hasAuthor	author_100813	0.1592
dblp:hasAuthor	author_186666	0.1349
dblp:hasAuthor	author_214840	0.1119
dblp:wrote	pub_30239	0.1300
dblp:wrote	pub_31380	0.2055
dblp:inYear	year_55	0.2718
dblp:wrote	pub_38536	0.1507
dblp:hasAuthor	author_12167	0.1355
dblp:inYear	year_57	0.2943
dblp:publishedIn	venue_1181	0.2478
dblp:wrote	pub_137770	0.1514
dblp:inYear	year_57	0.3083
dblp:publishedIn	venue_1700	0.3415
dblp:publishedIn	venue_320	0.2920
dblp:inYear	year_62	0.2555
dblp:hasAuthor	author_199740	0.1203
dblp:publishedIn	venue_959	0.2576
dblp:wrote	pub_21136	0.1300
dblp:inYear	year_55	0.3186
dblp:inYear	year_57	0.2858
dblp:hasAuthor	author_57559	0.1571
dblp:wrote	pub_144919	0.1527
dblp:hasAuthor	author_181170	0.2035
dblp:inYear	year_57	0.2777
dblp:wrote	pub_86308	0.1885
dblp:inYear	year_57	0.3463
dblp:hasAuthor	author_36185	0.1281
dblp:wrote	pub_23337	0.1724
dblp:inYear	year_57	0.2894
dblp:publishedIn	venue_1700	0.3007
dblp:publishedIn	venue_1352	0.2479
dblp:wrote	pub_133120	0.1632
dblp:publishedIn	venue_1599	0.2548
dblp:hasAuthor	author_33859	0.1685
dblp:publishedIn	venue_1352	0.3345
dblp:publishedIn	venue_778	0.3278
dblp:inYear	year_57	0.2922
dblp:wrote	pub_74564	0.1433
dblp:wrote	pub_60	0.1894
dblp:wrote	pub_72964	0.1954
dblp:wrote	pub_133448	0.1079
dblp:wrote	pub_192789	0.1457
dblp:wrote	pub_132108	0.1483
dblp:inYear	year_57	0.3467
dblp:publishedIn	venue_379	0.2923
dblp:publishedIn	venue_228	0.3406
dblp:hasAuthor	author_63994	0.1544
dblp:wrote	pub_33237	0.1228
dblp:hasAuthor	author_169664	0.1475
dblp:inYear	year_57	0.2278
dblp:publishedIn	venue_269	0.2890
dblp:inYear	year_57	0.3257
dblp:hasAuthor	author_53859	0.1410
dblp:wrote	pub_18723	0.1964
dblp:hasAuthor	author_235044	0.1296
dblp:wrote	pub_96520	0.1466
dblp:publishedIn	venue_1700	0.3282
dblp:hasAuthor	author_198105	0.1439
dblp:wrote	pub_58382	0.1090
dblp:publishedIn	venue_379	0.2485
dblp:inYear	year_59	0.2997
dblp:hasAuthor	author_21392	0.1369
