HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
author_29573	dblp:wrote	pub_74485	0.1491
pub_80093	dblp:inYear	year_2	0.2874
pub_485026	dblp:publishedIn	venue_1207	0.3020
author_98069	dblp:wrote	pub_431116	0.1700
pub_370013	dblp:hasAuthor	author_446120	0.1719
pub_320158	dblp:publishedIn	venue_2069	0.3040
pub_280764	dblp:hasAuthor	author_599005	0.1436
author_139686	dblp:wrote	pub_80624	0.1639
author_112826	dblp:wrote	pub_342982	0.1655
pub_62630	dblp:inYear	year_14	0.2860
author_508308	dblp:wrote	pub_331312	0.1482
pub_7298	dblp:publishedIn	venue_453	0.2291
pub_66223	dblp:inYear	year_15	0.3146
pub_477122	dblp:hasAuthor	author_599359	0.1705
author_508777	dblp:wrote	pub_165179	0.1121
pub_249834	dblp:publishedIn	venue_697	0.2668
pub_490933	dblp:inYear	year_27	0.3639
author_403328	dblp:wrote	pub_33080	0.2059
pub_306987	dblp:inYear	year_7	0.3822
author_616084	dblp:wrote	pub_301198	0.1117
author_305631	dblp:wrote	pub_400931	0.1080
pub_68542	dblp:publishedIn	venue_517	0.3006
pub_390076	dblp:inYear	year_18	0.3211
pub_453229	dblp:publishedIn	venue_493	0.1924
pub_131704	dblp:inYear	year_27	0.2596
pub_45789	dblp:hasAuthor	author_454709	0.1278
author_129970	dblp:wrote	pub_453718	0.1182
author_461471	dblp:wrote	pub_441482	0.1456
pub_161567	dblp:hasAuthor	author_380039	0.1514
pub_163412	dblp:hasAuthor	author_17960	0.1511
pub_365655	dblp:inYear	year_40	0.3167
pub_464926	dblp:hasAuthor	author_17546	0.1291
author_256892	dblp:wrote	pub_253798	0.1568
pub_148749	dblp:hasAuthor	author_602980	0.1939
pub_125694	dblp:inYear	year_1	0.3548
pub_242862	dblp:hasAuthor	author_420453	0.1222
pub_138993	dblp:publishedIn	venue_550	0.2271
pub_469648	dblp:inYear	year_25	0.3892
pub_47168	dblp:hasAuthor	author_593776	0.2220
pub_46862	dblp:inYear	year_27	0.3280
pub_471478	dblp:hasAuthor	author_600262	0.1624
pub_229680	dblp:hasAuthor	author_210119	0.1709
author_8720	dblp:wrote	pub_273979	0.1610
pub_71805	dblp:hasAuthor	author_42213	0.1373
pub_88412	dblp:publishedIn	venue_625	0.2356
author_498824	dblp:wrote	pub_128145	0.1175
pub_95567	dblp:publishedIn	venue_329	0.3112
pub_411812	dblp:hasAuthor	author_483844	0.1609
pub_488855	dblp:publishedIn	venue_2585	0.2174
pub_154705	dblp:inYear	year_4	0.3365
pub_168704	dblp:publishedIn	venue_38	0.2050
pub_55774	dblp:hasAuthor	author_307375	0.1486
pub_182872	dblp:hasAuthor	author_457617	0.1672
pub_403079	dblp:publishedIn	venue_398	0.2337
pub_125126	dblp:inYear	year_27	0.3554
pub_419886	dblp:inYear	year_53	0.2516
pub_418950	dblp:inYear	year_10	0.3513
pub_346464	dblp:inYear	year_47	0.2848
pub_361313	dblp:publishedIn	venue_2322	0.1850
author_605810	dblp:wrote	pub_128700	0.1317
pub_43256	dblp:publishedIn	venue_434	0.2252
pub_228776	dblp:hasAuthor	author_607336	0.1746
pub_435527	dblp:publishedIn	venue_2389	0.2777
pub_100984	dblp:inYear	year_10	0.2929
author_227359	dblp:wrote	pub_201024	0.1999
author_530775	dblp:wrote	pub_69773	0.2085
pub_444337	dblp:inYear	year_6	0.3285
pub_156087	dblp:hasAuthor	author_586911	0.1506
pub_139325	dblp:hasAuthor	author_66917	0.1371
author_526002	dblp:wrote	pub_127069	0.1558
pub_251254	dblp:publishedIn	venue_1534	0.2445
pub_224434	dblp:publishedIn	venue_488	0.2146
pub_297900	dblp:publishedIn	venue_831	0.2513
pub_11829	dblp:hasAuthor	author_551787	0.1251
author_100740	dblp:wrote	pub_427506	0.1726
author_438563	dblp:wrote	pub_403008	0.1037
pub_12491	dblp:inYear	year_39	0.3037
pub_480958	dblp:hasAuthor	author_132212	0.1425
pub_434011	dblp:publishedIn	venue_1800	0.2887
pub_279995	dblp:publishedIn	venue_2163	0.3256
pub_300816	dblp:hasAuthor	author_134945	0.1617
pub_247471	dblp:hasAuthor	author_522955	0.1614
pub_224353	dblp:inYear	year_4	0.3398
pub_477273	dblp:publishedIn	venue_642	0.2868
pub_330232	dblp:hasAuthor	author_52775	0.1213
pub_352862	dblp:hasAuthor	author_101293	0.1759
pub_7289	dblp:hasAuthor	author_31596	0.1384
pub_254766	dblp:publishedIn	venue_749	0.2261
pub_346903	dblp:inYear	year_42	0.3075
pub_7469	dblp:hasAuthor	author_166040	0.1604
pub_311521	dblp:inYear	year_22	0.3391
pub_297681	dblp:publishedIn	venue_56	0.2243
pub_268692	dblp:publishedIn	venue_2970	0.2504
pub_420235	dblp:inYear	year_24	0.2815
pub_461201	dblp:hasAuthor	author_616153	0.1354
author_502218	dblp:wrote	pub_433014	0.1548
pub_106608	dblp:inYear	year_22	0.2825
pub_315863	dblp:publishedIn	venue_2021	0.2137
author_549497	dblp:wrote	pub_470998	0.1686
author_488457	dblp:wrote	pub_132463	0.1245
pub_6926	dblp:publishedIn	venue_2822	0.2216
author_350516	dblp:wrote	pub_455962	0.1106
pub_116910	dblp:inYear	year_51	0.3472
author_560296	dblp:wrote	pub_402850	0.1544
author_264115	dblp:wrote	pub_198246	0.1221
pub_149643	dblp:publishedIn	venue_2802	0.2837
pub_310938	dblp:inYear	year_32	0.3664
pub_115134	dblp:publishedIn	venue_1447	0.2483
pub_39756	dblp:inYear	year_28	0.3723
pub_409640	dblp:hasAuthor	author_565805	0.1398
author_29693	dblp:wrote	pub_133710	0.1442
pub_294721	dblp:publishedIn	venue_1723	0.2624
author_186760	dblp:wrote	pub_106194	0.1497
pub_2297	dblp:publishedIn	venue_1765	0.3024
author_437437	dblp:wrote	pub_273180	0.1735
pub_365705	dblp:hasAuthor	author_323771	0.1488
pub_294651	dblp:publishedIn	venue_67	0.2298
author_473508	dblp:wrote	pub_191951	0.1588
pub_396508	dblp:inYear	year_47	0.3008
pub_388926	dblp:hasAuthor	author_578814	0.1977
pub_256199	dblp:publishedIn	venue_91	0.2845
pub_282343	dblp:inYear	year_29	0.3107
pub_230383	dblp:publishedIn	venue_1046	0.2294
pub_286347	dblp:publishedIn	venue_2554	0.2764
author_612325	dblp:wrote	pub_458706	0.1827
author_314690	dblp:wrote	pub_311637	0.1261
pub_10125	dblp:publishedIn	venue_642	0.3201
pub_6737	dblp:publishedIn	venue_2905	0.2831
pub_324427	dblp:hasAuthor	author_210701	0.1119
pub_453698	dblp:hasAuthor	author_530075	0.1545
pub_323929	dblp:inYear	year_4	0.3290
pub_50584	dblp:hasAuthor	author_206216	0.1444
pub_307055	dblp:publishedIn	venue_1208	0.2595
pub_211942	dblp:inYear	year_36	0.3284
author_235426	dblp:wrote	pub_204302	0.1244
pub_95019	dblp:publishedIn	venue_1484	0.2626
pub_70616	dblp:publishedIn	venue_2905	0.2070
pub_356496	dblp:publishedIn	venue_1495	0.2098
pub_306418	dblp:publishedIn	venue_1873	0.3476
author_119817	dblp:wrote	pub_164504	0.1539
pub_491536	dblp:publishedIn	venue_694	0.2253
pub_235468	dblp:publishedIn	venue_1043	0.2089
pub_285114	dblp:publishedIn	venue_1895	0.2578
author_562795	dblp:wrote	pub_118302	0.1681
pub_275912	dblp:inYear	year_5	0.4098
pub_381455	dblp:hasAuthor	author_168632	0.1896
pub_344456	dblp:inYear	year_6	0.3557
pub_25719	dblp:publishedIn	venue_1847	0.2400
pub_472389	dblp:publishedIn	venue_989	0.2385
pub_138063	dblp:inYear	year_31	0.2763
pub_450873	dblp:publishedIn	venue_2746	0.2567
author_523305	dblp:wrote	pub_11691	0.1359
pub_199868	dblp:inYear	year_20	0.2946
pub_144275	dblp:inYear	year_23	0.2857
pub_145065	dblp:hasAuthor	author_402144	0.1616
pub_488715	dblp:inYear	year_12	0.2837
pub_183007	dblp:inYear	year_47	0.3747
pub_192267	dblp:inYear	year_48	0.3358
pub_9804	dblp:hasAuthor	author_282708	0.1287
pub_390603	dblp:publishedIn	venue_481	0.1992
author_297720	dblp:wrote	pub_285000	0.1232
pub_200895	dblp:publishedIn	venue_740	0.2410
pub_15170	dblp:publishedIn	venue_1173	0.2355
pub_4136	dblp:hasAuthor	author_193422	0.1759
pub_414376	dblp:hasAuthor	author_211711	0.1136
pub_25089	dblp:inYear	year_34	0.3495
pub_479566	dblp:hasAuthor	author_585575	0.1282
author_536044	dblp:wrote	pub_93846	0.1480
author_565706	dblp:wrote	pub_270905	0.1919
pub_16285	dblp:publishedIn	venue_110	0.2118
pub_75175	dblp:inYear	year_12	0.3269
pub_388835	dblp:hasAuthor	author_528808	0.1981
pub_13228	dblp:publishedIn	venue_1121	0.2791
pub_381948	dblp:hasAuthor	author_337839	0.1429
author_593260	dblp:wrote	pub_350842	0.1716
pub_39638	dblp:hasAuthor	author_585753	0.1729
pub_409476	dblp:inYear	year_35	0.3831
pub_120733	dblp:hasAuthor	author_394761	0.1251
pub_341164	dblp:hasAuthor	author_104626	0.1205
pub_63910	dblp:publishedIn	venue_2214	0.2554
pub_327924	dblp:hasAuthor	author_524616	0.1174
author_331672	dblp:wrote	pub_131719	0.1771
pub_852	dblp:inYear	year_12	0.2826
pub_109803	dblp:publishedIn	venue_3027	0.2378
pub_184249	dblp:publishedIn	venue_127	0.2072
pub_451566	dblp:publishedIn	venue_1302	0.2470
pub_7482	dblp:publishedIn	venue_2676	0.3049
pub_308952	dblp:hasAuthor	author_142138	0.1253
pub_476026	dblp:hasAuthor	author_537152	0.1415
author_187415	dblp:wrote	pub_441188	0.1766
pub_13564	dblp:inYear	year_10	0.3174
pub_393827	dblp:publishedIn	venue_2984	0.3412
pub_274069	dblp:hasAuthor	author_90910	0.1642
pub_46895	dblp:inYear	year_22	0.3284
pub_284078	dblp:hasAuthor	author_60152	0.1387
pub_7993	dblp:hasAuthor	author_239555	0.1700
pub_108891	dblp:publishedIn	venue_2720	0.2331
pub_366746	dblp:hasAuthor	author_384113	0.2102
author_49300	dblp:wrote	pub_287021	0.1624
author_250687	dblp:wrote	pub_106836	0.1841
pub_203768	dblp:publishedIn	venue_2601	0.3616
pub_183011	dblp:publishedIn	venue_2936	0.2734
pub_123663	dblp:hasAuthor	author_567642	0.1520
pub_485465	dblp:publishedIn	venue_1502	0.2212
pub_138278	dblp:inYear	year_16	0.3299
pub_286570	dblp:hasAuthor	author_293554	0.1638
author_138631	dblp:wrote	pub_315302	0.1398
pub_393732	dblp:publishedIn	venue_1674	0.2875
pub_91462	dblp:hasAuthor	author_364039	0.1722
author_19190	dblp:wrote	pub_472868	0.1513
pub_172561	dblp:inYear	year_59	0.4636
pub_257946	dblp:inYear	year_19	0.2716
pub_164878	dblp:hasAuthor	author_122570	0.1313
pub_285774	dblp:hasAuthor	author_506633	0.1585
author_3359	dblp:wrote	pub_481208	0.1664
pub_475689	dblp:hasAuthor	author_232893	0.1544
pub_18716	dblp:hasAuthor	author_604045	0.1298
pub_226841	dblp:inYear	year_34	0.2782
pub_8758	dblp:publishedIn	venue_1013	0.2648
pub_10561	dblp:hasAuthor	author_618286	0.1489
pub_169677	dblp:hasAuthor	author_328154	0.1437
author_464913	dblp:wrote	pub_378467	0.1475
author_410475	dblp:wrote	pub_148207	0.1087
pub_339508	dblp:publishedIn	venue_266	0.2336
pub_60689	dblp:inYear	year_43	0.3356
pub_359755	dblp:inYear	year_47	0.3332
pub_457145	dblp:publishedIn	venue_360	0.2412
author_98660	dblp:wrote	pub_107967	0.1027
pub_414802	dblp:publishedIn	venue_2313	0.2095
pub_406226	dblp:hasAuthor	author_316157	0.1340
author_109074	dblp:wrote	pub_17528	0.1480
pub_448419	dblp:hasAuthor	author_19438	0.1928
pub_360652	dblp:hasAuthor	author_213059	0.1023
pub_374463	dblp:hasAuthor	author_340457	0.1426
pub_273364	dblp:inYear	year_32	0.3936
pub_348345	dblp:hasAuthor	author_461877	0.1424
pub_306836	dblp:publishedIn	venue_2499	0.2266
author_253206	dblp:wrote	pub_347338	0.1317
pub_246789	dblp:hasAuthor	author_484319	0.1463
pub_234270	dblp:publishedIn	venue_1473	0.2472
pub_371585	dblp:inYear	year_39	0.3036
pub_261805	dblp:inYear	year_19	0.3443
author_360404	dblp:wrote	pub_430989	0.1804
author_271113	dblp:wrote	pub_345120	0.1503
pub_468824	dblp:hasAuthor	author_274901	0.1390
pub_324102	dblp:publishedIn	venue_1418	0.2236
pub_278920	dblp:inYear	year_33	0.3713
pub_109697	dblp:hasAuthor	author_592707	0.1226
pub_38310	dblp:inYear	year_5	0.2465
pub_264264	dblp:publishedIn	venue_662	0.2433
pub_84584	dblp:publishedIn	venue_1222	0.2268
pub_8609	dblp:inYear	year_54	0.3450
pub_176450	dblp:hasAuthor	author_539795	0.1615
pub_380006	dblp:publishedIn	venue_2817	0.2194
author_332657	dblp:wrote	pub_123135	0.1104
pub_368571	dblp:publishedIn	venue_1207	0.2097
pub_376219	dblp:inYear	year_32	0.3681
author_78281	dblp:wrote	pub_175863	0.1552
pub_461917	dblp:inYear	year_44	0.3110
author_88690	dblp:wrote	pub_377311	0.1584
pub_149781	dblp:inYear	year_57	0.3772
author_317554	dblp:wrote	pub_412924	0.1321
pub_62674	dblp:publishedIn	venue_1468	0.3273
pub_176419	dblp:publishedIn	venue_1625	0.1799
pub_377551	dblp:publishedIn	venue_2175	0.1699
author_353022	dblp:wrote	pub_241830	0.1520
pub_401913	dblp:inYear	year_19	0.2826
pub_452843	dblp:hasAuthor	author_606602	0.2074
author_548340	dblp:wrote	pub_429899	0.1273
pub_402416	dblp:hasAuthor	author_280959	0.1913
author_340730	dblp:wrote	pub_435852	0.1801
pub_379098	dblp:inYear	year_62	0.3384
pub_18246	dblp:hasAuthor	author_209622	0.1225
pub_161131	dblp:publishedIn	venue_1998	0.3491
pub_355097	dblp:inYear	year_15	0.3648
author_519774	dblp:wrote	pub_10960	0.1496
author_269261	dblp:wrote	pub_46851	0.1750
pub_334160	dblp:hasAuthor	author_217423	0.1612
author_22875	dblp:wrote	pub_338032	0.1620
author_586550	dblp:wrote	pub_40777	0.1651
pub_268871	dblp:inYear	year_26	0.3747
pub_288578	dblp:hasAuthor	author_81622	0.1352
pub_95564	dblp:hasAuthor	author_305116	0.1257
pub_123933	dblp:inYear	year_7	0.2960
author_3011	dblp:wrote	pub_119350	0.1184
author_629519	dblp:wrote	pub_478547	0.1062
author_508563	dblp:wrote	pub_381826	0.1725
author_384718	dblp:wrote	pub_209871	0.1833
author_49428	dblp:wrote	pub_177044	0.1149
pub_318082	dblp:hasAuthor	author_405174	0.1136
pub_340124	dblp:inYear	year_47	0.3543
pub_18472	dblp:publishedIn	venue_1738	0.2904
author_341494	dblp:wrote	pub_420924	0.1293
pub_358399	dblp:publishedIn	venue_662	0.2630
author_474572	dblp:wrote	pub_43501	0.1240
pub_41684	dblp:hasAuthor	author_521691	0.1758
pub_106040	dblp:hasAuthor	author_438804	0.1895
author_412499	dblp:wrote	pub_426701	0.1842
pub_489517	dblp:hasAuthor	author_287102	0.1383
pub_33799	dblp:publishedIn	venue_2611	0.2660
pub_303757	dblp:hasAuthor	author_133842	0.1479
pub_442291	dblp:inYear	year_40	0.3114
pub_429565	dblp:hasAuthor	author_497630	0.1146
pub_192847	dblp:inYear	year_14	0.3578
author_484860	dblp:wrote	pub_167613	0.1434
pub_478153	dblp:inYear	year_37	0.3406
pub_351402	dblp:inYear	year_52	0.2950
pub_66111	dblp:hasAuthor	author_113920	0.1441
pub_142177	dblp:inYear	year_32	0.3811
pub_18587	dblp:publishedIn	venue_70	0.2339
pub_376467	dblp:inYear	year_33	0.3252
author_248809	dblp:wrote	pub_89498	0.1992
author_201155	dblp:wrote	pub_458166	0.1786
pub_89045	dblp:inYear	year_31	0.2413
author_116730	dblp:wrote	pub_446200	0.1536
author_44274	dblp:wrote	pub_463351	0.1684
pub_76971	dblp:inYear	year_4	0.3004
pub_44080	dblp:inYear	year_23	0.2872
pub_37785	dblp:hasAuthor	author_207591	0.1666
author_15042	dblp:wrote	pub_372106	0.1547
author_609399	dblp:wrote	pub_379392	0.1579
pub_308976	dblp:publishedIn	venue_1973	0.3562
pub_1815	dblp:inYear	year_15	0.3251
pub_442795	dblp:inYear	year_32	0.3312
author_223684	dblp:wrote	pub_491147	0.1294
pub_281553	dblp:hasAuthor	author_25147	0.1782
pub_311078	dblp:hasAuthor	author_548810	0.1160
author_152512	dblp:wrote	pub_99236	0.1694
author_179543	dblp:wrote	pub_422937	0.1085
pub_351310	dblp:inYear	year_57	0.4332
pub_388968	dblp:inYear	year_26	0.3473
author_561712	dblp:wrote	pub_203397	0.1572
pub_229728	dblp:inYear	year_2	0.3415
pub_103867	dblp:publishedIn	venue_1030	0.2192
author_452965	dblp:wrote	pub_27272	0.1824
author_224603	dblp:wrote	pub_273758	0.1434
pub_182393	dblp:publishedIn	venue_648	0.2877
pub_183870	dblp:publishedIn	venue_3011	0.2171
pub_470484	dblp:publishedIn	venue_1209	0.2353
author_503966	dblp:wrote	pub_66574	0.1246
pub_303920	dblp:inYear	year_17	0.3272
pub_428106	dblp:hasAuthor	author_642185	0.1612
pub_115266	dblp:hasAuthor	author_166786	0.1460
pub_1951	dblp:hasAuthor	author_357852	0.1606
author_172256	dblp:wrote	pub_248297	0.1424
pub_288196	dblp:publishedIn	venue_346	0.2549
author_447533	dblp:wrote	pub_169207	0.1215
pub_261383	dblp:inYear	year_5	0.3549
pub_168313	dblp:publishedIn	venue_2936	0.2843
pub_125198	dblp:publishedIn	venue_2746	0.2383
pub_339347	dblp:hasAuthor	author_503061	0.2170
pub_46703	dblp:inYear	year_37	0.3245
pub_84128	dblp:inYear	year_55	0.4079
author_342867	dblp:wrote	pub_308579	0.1183
pub_408738	dblp:inYear	year_26	0.3244
pub_458773	dblp:inYear	year_9	0.3278
pub_446142	dblp:publishedIn	venue_2764	0.2756
author_462910	dblp:wrote	pub_247972	0.1410
pub_52772	dblp:hasAuthor	author_453737	0.1781
pub_244005	dblp:publishedIn	venue_711	0.2213
author_620670	dblp:wrote	pub_298228	0.1211
pub_282861	dblp:publishedIn	venue_329	0.3405
pub_99690	dblp:hasAuthor	author_217353	0.1491
pub_323692	dblp:publishedIn	venue_2918	0.1910
author_42103	dblp:wrote	pub_189014	0.1510
pub_47684	dblp:publishedIn	venue_1636	0.1644
pub_253550	dblp:hasAuthor	author_265803	0.1972
author_46930	dblp:wrote	pub_273854	0.1141
pub_152748	dblp:inYear	year_20	0.3849
pub_103417	dblp:inYear	year_14	0.3272
pub_374446	dblp:hasAuthor	author_363906	0.1537
pub_34523	dblp:inYear	year_21	0.3424
pub_451059	dblp:publishedIn	venue_2850	0.1831
pub_486808	dblp:publishedIn	venue_2844	0.2604
pub_422131	dblp:inYear	year_17	0.3040
pub_111480	dblp:hasAuthor	author_579771	0.2327
author_255382	dblp:wrote	pub_388845	0.1331
author_107238	dblp:wrote	pub_340449	0.0941
author_610197	dblp:wrote	pub_383538	0.1205
pub_409270	dblp:publishedIn	venue_641	0.2238
pub_308542	dblp:hasAuthor	author_233314	0.1650
pub_266463	dblp:publishedIn	venue_1871	0.2488
author_278955	dblp:wrote	pub_21255	0.1460
pub_441434	dblp:publishedIn	venue_1880	0.2466
author_420817	dblp:wrote	pub_406365	0.1198
pub_180868	dblp:hasAuthor	author_333595	0.2098
pub_479297	dblp:inYear	year_3	0.2720
pub_169413	dblp:inYear	year_45	0.3484
pub_206199	dblp:inYear	year_60	0.3154
author_207533	dblp:wrote	pub_207419	0.1607
pub_144347	dblp:publishedIn	venue_2447	0.2291
pub_345958	dblp:inYear	year_22	0.3583
author_631903	dblp:wrote	pub_343072	0.1561
author_401702	dblp:wrote	pub_456276	0.1365
pub_124752	dblp:hasAuthor	author_40977	0.1420
author_382847	dblp:wrote	pub_421846	0.1766
pub_318028	dblp:publishedIn	venue_195	0.1748
author_523397	dblp:wrote	pub_361234	0.1227
author_188560	dblp:wrote	pub_138892	0.1838
pub_207707	dblp:publishedIn	venue_1986	0.2159
author_505419	dblp:wrote	pub_379814	0.1633
pub_63226	dblp:inYear	year_14	0.3936
author_208617	dblp:wrote	pub_166063	0.1256
pub_301591	dblp:hasAuthor	author_401814	0.2121
author_575290	dblp:wrote	pub_66967	0.1321
pub_119368	dblp:publishedIn	venue_1892	0.2749
pub_246109	dblp:inYear	year_27	0.2917
pub_341969	dblp:inYear	year_45	0.3162
pub_319785	dblp:hasAuthor	author_221271	0.1545
pub_414528	dblp:inYear	year_12	0.3059
pub_253282	dblp:inYear	year_1	0.3535
author_308440	dblp:wrote	pub_394871	0.1358
author_548711	dblp:wrote	pub_296351	0.1335
pub_413860	dblp:hasAuthor	author_543013	0.1874
author_109529	dblp:wrote	pub_472614	0.2160
pub_348290	dblp:hasAuthor	author_74140	0.1068
pub_187487	dblp:publishedIn	venue_668	0.2213
author_71986	dblp:wrote	pub_467065	0.1194
pub_480540	dblp:inYear	year_24	0.3168
author_224347	dblp:wrote	pub_302625	0.1308
pub_468078	dblp:hasAuthor	author_115474	0.1568
author_422724	dblp:wrote	pub_375759	0.1362
pub_100450	dblp:publishedIn	venue_2265	0.2431
pub_406464	dblp:inYear	year_29	0.3081
author_219201	dblp:wrote	pub_63255	0.1542
pub_215112	dblp:hasAuthor	author_71717	0.1873
pub_449316	dblp:inYear	year_7	0.3942
pub_293672	dblp:publishedIn	venue_894	0.2302
pub_275905	dblp:publishedIn	venue_1323	0.2478
author_635609	dblp:wrote	pub_21283	0.1328
pub_185915	dblp:publishedIn	venue_283	0.3416
author_633368	dblp:wrote	pub_95661	0.1850
author_603681	dblp:wrote	pub_416622	0.1425
pub_427937	dblp:hasAuthor	author_17663	0.1798
pub_116650	dblp:hasAuthor	author_122429	0.1615
pub_439766	dblp:publishedIn	venue_1723	0.2563
pub_46848	dblp:hasAuthor	author_463046	0.1475
pub_473777	dblp:publishedIn	venue_1935	0.2549
author_641916	dblp:wrote	pub_183280	0.1329
pub_269053	dblp:publishedIn	venue_1474	0.2401
pub_170549	dblp:inYear	year_45	0.2726
pub_187854	dblp:hasAuthor	author_568447	0.0954
pub_81010	dblp:publishedIn	venue_2403	0.2481
pub_187256	dblp:inYear	year_17	0.3679
pub_393597	dblp:publishedIn	venue_216	0.2299
pub_215446	dblp:publishedIn	venue_931	0.2455
pub_489181	dblp:inYear	year_16	0.3339
